song identifier, likelihood_art, likelihood_pop, likelihood_tradition, likely_type, was_art, was_pop, was_tradition, was_type
cache/2001.Bond.Born.Victory [Mike Batt Mix].wav,0.029668550938367844,0.9285662770271301,0.04176517203450203,1,1,0,0,1
cache/2014.Pomplamoose.Season 2.Video Killed the Radio Star.wav,0.13828366994857788,0.7672764658927917,0.09443984180688858,1,1,0,0,1
cache/2016.M83.Junk.Sunday Night 1987.wav,0.17113101482391357,0.6413934230804443,0.18747559189796448,1,1,0,0,1
cache/2015.M83 With HAIM.Insurgent (Original Motion Picture Soundtrack).Holes In the Sky.wav,0.033417921513319016,0.9466719627380371,0.019910123199224472,1,1,0,0,0
cache/2015.Beware of Safety.Mabon.Mulberry and Heather.wav,0.21890197694301605,0.7106525301933289,0.0704454779624939,1,1,0,0,1
cache/2014.Avicii.The Days  Nights WEB.The Days (Henrik B Remix).wav,0.06935053318738937,0.8569093346595764,0.07374013215303421,1,1,0,0,1
cache/2015.Of Monsters And Men.Beneath The Skin.Slow Life.wav,0.03578567132353783,0.9396607279777527,0.02455362118780613,1,1,0,0,1
cache/2000.Death Cab for Cutie.We Have The Facts And We're Voting Yes.Lowell, MA.wav,0.04177263006567955,0.9135912656784058,0.04463611915707588,1,1,0,0,1
cache/2000.Coldplay.Parachutes.High Speed.wav,0.08509605377912521,0.8491930365562439,0.06571090221405029,1,1,0,0,1
cache/2005.Flyleaf.Flyleaf.All Around Me (Acoustic Version).wav,0.11151568591594696,0.8085833191871643,0.07990100234746933,1,1,0,0,1
cache/2015.Will Young.85% Proof (Deluxe Edition).Where Are You Tonight.wav,0.1738394796848297,0.770431399345398,0.05572909116744995,1,1,0,0,1
cache/2003.Coldplay.Live 2003.Yellow.wav,0.08793839067220688,0.8290865421295166,0.08297505229711533,1,1,0,0,1
cache/2014.Blueneck.King Nine.Spiderlegs.wav,0.07885459810495377,0.8938520550727844,0.027293333783745766,1,1,0,0,1
cache/2013.The National.Trouble Will Find Me.I Should Live In Salt.wav,0.060346703976392746,0.8969243764877319,0.04272892326116562,1,1,0,0,1
cache/2014.OK Go.Hungry Ghosts.I Won't Let You Down.wav,0.06381793320178986,0.907437801361084,0.028744282200932503,1,1,0,0,1
cache/2014.La Roux.Trouble in Paradise.The Feeling.wav,0.1356533169746399,0.6159643530845642,0.2483823597431183,1,1,0,0,1
cache/2014.Bucketheadland.Snow Slug.N 6.wav,0.09853971749544144,0.8122285008430481,0.08923175185918808,1,1,0,0,0
cache/2016.Sleeping Lion.NOON  166.Rug.wav,0.3034753203392029,0.6181076765060425,0.07841697335243225,1,1,0,0,1
cache/2016.MK GRANDS.NOON  165.Rxssia.wav,0.05796666815876961,0.8908980488777161,0.05113530904054642,1,1,0,0,1
cache/2016.Fall Out Boy.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].I Slept With Someone....wav,0.1361432820558548,0.7012528777122498,0.16260387003421783,1,1,0,0,1
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Edward Scissorhands - Ice Dance.wav,0.08476541936397552,0.8475420475006104,0.06769251823425293,1,1,0,0,1
cache/2014.The Best Pessimist.Flowers Blossom In The Space.Oceanica.wav,0.07409437745809555,0.8770568370819092,0.04884881526231766,1,1,0,0,1
cache/2014.Seven Saturdays.Seven Saturdays (Ambient).Only Love (Ambient).wav,0.10100157558917999,0.8441817760467529,0.05481666326522827,1,1,0,0,0
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Adagio For Tron.wav,0.09549427777528763,0.8250656127929688,0.07944010198116302,1,1,0,0,0
cache/2014.On-The-Go.Young Hearts [WEB Edition].Wait.wav,0.07359322905540466,0.834082841873169,0.09232393652200699,1,1,0,0,1
cache/2013.Kodaline.In A Perfect World.High Hopes.wav,0.3250349164009094,0.5809105634689331,0.09405452758073807,1,1,0,0,1
cache/2015.Fall Out Boy.American BeautyAmerican Psycho.The Kids Aren't Alright.wav,0.03619019314646721,0.9288954734802246,0.034914348274469376,1,1,0,0,1
cache/2014.Casa Murilo.Ignition.Low Road.wav,0.10233226418495178,0.7646702527999878,0.13299748301506042,1,1,0,0,1
cache/2015.God Is An Astronaut.Helios | Erebus.Helios Erebus.wav,0.03805098310112953,0.9278193116188049,0.034129682928323746,1,1,0,0,1
cache/2016.Matthew Wilder.I Don't Speak The Language.Break My Stride.wav,0.06996053457260132,0.8962159156799316,0.03382357582449913,1,1,0,0,1
cache/1996.Van Halen.The Best of Van Halen, Vol. 1.Panama.wav,0.04164399206638336,0.9429965615272522,0.01535947434604168,1,1,0,0,1
cache/2007.Enrique Iglesias.Insomniac.Wish I Was Your Lover.wav,0.13418760895729065,0.7760847210884094,0.08972765505313873,1,1,0,0,2
cache/2014.Rise Against.The Black Market.The Great Die-Off.wav,0.11461134254932404,0.8417514562606812,0.04363718256354332,1,1,0,0,1
cache/2014.So Cow.The Long Con.Science Fiction.wav,0.06722432374954224,0.8961284160614014,0.03664728254079819,1,1,0,0,1
cache/2014.Carbon Leaf.Indian Summer Revisited.Changeless.wav,0.08147511631250381,0.8015520572662354,0.11697281897068024,1,1,0,0,1
cache/2015.Angus & Julia Stone.Angus & Julia Stone: The Remixes.A Heartbreak (Tigerz Remix).wav,0.09275799989700317,0.7703017592430115,0.13694025576114655,1,1,0,0,1
cache/2014.Haerts.Haerts.All the Days.wav,0.08770167082548141,0.8257601857185364,0.0865381732583046,1,1,0,0,1
cache/2015.Mumford & Sons.Wilder Mind (Deluxe Version).Cold Arms.wav,0.14644289016723633,0.7101871371269226,0.14336997270584106,1,1,0,0,1
cache/2016.RAEKO.unknown.Mind Over Matter (RAEKO Remix).wav,0.10487567633390427,0.6937618851661682,0.20136243104934692,1,1,0,0,1
cache/2014.Cold War Kids.Hold My Home.Hold My Home.wav,0.32211774587631226,0.5052463412284851,0.17263591289520264,1,1,0,0,1
cache/2014.Sheppard.Bombs Away.Something's Missing.wav,0.23036721348762512,0.6153358817100525,0.1542969048023224,1,1,0,0,1
cache/2016.UB40.Labour of Love.Red, Red Wine.wav,0.03338460251688957,0.9357870817184448,0.0308283232152462,1,1,0,0,1
cache/2000.Coldplay.Safety.No More Keeping My Feet On The Ground.wav,0.06459105759859085,0.8661631941795349,0.06924574822187424,1,1,0,0,1
cache/2000.Linkin Park.Hybrid Theory.In the End.wav,0.07832711189985275,0.8262150287628174,0.09545785188674927,1,1,0,0,1
cache/2005.The Fray.How to Save a Life.Little House.wav,0.044975392520427704,0.9171532988548279,0.03787130489945412,1,1,0,0,1
cache/2006.Three Days Grace.One-X.Over and Over.wav,0.09271680563688278,0.7687245011329651,0.13855868577957153,1,1,0,0,1
cache/2013.Lana Del Rey.Born to Die.Born to Die.wav,0.10542672127485275,0.7730374336242676,0.12153585255146027,1,1,0,0,1
cache/2001.Bond.Born.Alexander the Great.wav,0.05290457606315613,0.8747141361236572,0.07238127291202545,1,1,0,0,1
cache/2002.Coldplay.A Rush of Blood to the Head.The Scientist.wav,0.07233250886201859,0.8807795643806458,0.04688794165849686,1,1,0,0,1
cache/2007.Enrique Iglesias.Insomniac.Sweet Isabel.wav,0.13212063908576965,0.7700417041778564,0.0978376716375351,1,1,0,0,2
cache/2014.Pomplamoose.Season 2.Get That Body Back.wav,0.09659798443317413,0.807140588760376,0.0962614193558693,1,1,0,0,1
cache/2015.Three Days Grace.Human.The End Is Not The Answer.wav,0.1620599627494812,0.8021585941314697,0.03578142821788788,1,1,0,0,1
cache/2015.MOGWAI.Central Belters.Hugh Dallas.wav,0.04396684095263481,0.9286333322525024,0.027399856597185135,1,1,0,0,1
cache/2001.Titiyo.Come Along.Come Along.wav,0.11796829849481583,0.8317782878875732,0.05025338754057884,1,1,0,0,1
cache/2014.Ludwig van Beethoven.MUSC233 Exam 3.Symphony No. 3 in E-flat Major, Op. 55 (Eroica): First movement, Allegro con brio.wav,0.10656961053609848,0.7877902388572693,0.10564015805721283,1,1,0,0,0
cache/2010.Linkin Park.A Thousand Suns.Burning In The Skies.wav,0.2914230227470398,0.5624312162399292,0.1461457759141922,1,1,0,0,1
cache/2015.The Best Pessimist.The Half-World.Lets Meet In Our Dreams Tonight.wav,0.18836341798305511,0.6786156892776489,0.13302089273929596,1,1,0,0,0
cache/2014.So Cow.The Long Con.Say Hello.wav,0.06810396909713745,0.8445448875427246,0.08735114336013794,1,1,0,0,1
cache/2014.Coldplay.Ghost Stories Live 2014.O (Live At Royce Hall, Los Angeles).wav,0.13460540771484375,0.6772130131721497,0.18818159401416779,1,1,0,0,1
cache/2014.Haerts.Haerts.Call My Name.wav,0.045012444257736206,0.900924026966095,0.05406354367733002,1,1,0,0,1
cache/2013.The National.Trouble Will Find Me.Graceless.wav,0.1323329508304596,0.6993424892425537,0.1683245599269867,1,1,0,0,1
cache/2009.Sasms.unknown.From Under the Blue.wav,0.05130104348063469,0.9007824063301086,0.04791652411222458,1,1,0,0,1
cache/2014.On-The-Go.Young Hearts [WEB Edition].Dimensions.wav,0.08114036172628403,0.7563270330429077,0.16253258287906647,1,1,0,0,1
cache/2004.Jay-ZLinkin Park.Collision Course.Big Pimpin'Papercut.wav,0.04064799100160599,0.8720082640647888,0.0873437449336052,1,1,0,0,1
cache/2015.Nils Frahm.Screws Reworked.Mi (Soul Channel Rework).wav,0.06426020711660385,0.9084965586662292,0.027243252843618393,1,1,0,0,1
cache/2015.IAMX.Metanoia.Aphrodisiac.wav,0.10262075811624527,0.820671558380127,0.07670766115188599,1,1,0,0,1
cache/2006.Snow Patrol.Eyes Open.Make This Go On Forever.wav,0.054833583533763885,0.8810269832611084,0.0641394555568695,1,1,0,0,1
cache/2000.Coldplay.Parachutes.Spies.wav,0.040973640978336334,0.9228752851486206,0.03615106642246246,1,1,0,0,1
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).Polaroid.wav,0.07956083863973618,0.8456282615661621,0.07481091469526291,1,1,0,0,1
cache/2015.God Is An Astronaut.Helios | Erebus.Agneya.wav,0.30997079610824585,0.5813995599746704,0.10862962901592255,1,1,0,0,1
cache/2015.Breaking Benjamin.Dark Before Dawn.The Great Divide.wav,0.08009590953588486,0.8772929310798645,0.042611151933670044,1,1,0,0,1
cache/2014.Totorro.Home Alone.Tigers & Gorillas.wav,0.054536424577236176,0.8691325783729553,0.07633097469806671,1,1,0,0,1
cache/2001.Death Cab for Cutie.The Photo Album.Coney Island.wav,0.19729642570018768,0.6636499166488647,0.13905365765094757,1,1,0,0,1
cache/2014.Banda do Mar.Banda do Mar.Cidade Nova.wav,0.10245148092508316,0.8524496555328369,0.04509888216853142,1,1,0,0,1
cache/2015.Breaking Benjamin.Dark Before Dawn.Hollow.wav,0.10706747323274612,0.8558026552200317,0.037129852920770645,1,1,0,0,1
cache/2009.Regina Spektor.Far.Eet.wav,0.07772285491228104,0.7849007844924927,0.13737636804580688,1,1,0,0,1
cache/2014.The Neighbourhood.#000000 & #Ffffff.When I Get Back Feat. G-Eazy.wav,0.02698557637631893,0.9395144581794739,0.03349996358156204,1,1,0,0,1
cache/2014.The Who.Who's Next (Deluxe Edition).Going Mobile.wav,0.10536522418260574,0.7880834341049194,0.10655136406421661,1,1,0,0,1
cache/2014.The Rosebuds.Sand + Silence.Esse Quam Videri.wav,0.22554749250411987,0.6452435851097107,0.12920893728733063,1,1,0,0,1
cache/2016.Lane 8.Rise (Remixed).Loving You feat. Lulu James (Moon Boots Remix).wav,0.17267249524593353,0.7610111832618713,0.06631633639335632,1,1,0,0,1
cache/2013.OK Go.Twelve Months of OK Go.The Office Song (2004 demo).wav,0.05704224482178688,0.9247108101844788,0.018246948719024658,1,1,0,0,1
cache/2014.Tarwater.Adrift.The Tape.wav,0.033195726573467255,0.9109423756599426,0.05586189776659012,1,1,0,0,1
cache/2016.Westerman.NOON  181.Mistantropé.wav,0.052094828337430954,0.8948310613632202,0.053074099123477936,1,1,0,0,2
cache/2003.Evanescence.Fallen.Everybody's Fool.wav,0.10605071485042572,0.7210023403167725,0.17294692993164062,1,1,0,0,1
cache/2014.Casa Murilo.Ignition.Ignition.wav,0.17322972416877747,0.724984347820282,0.10178590565919876,1,1,0,0,1
cache/2003.Madonna.American Life.Die Another Day (From The MGM.wav,0.04018377140164375,0.9396625757217407,0.020153630524873734,1,1,0,0,0
cache/2005.Nickelback.All the Right Reasons.Photograph.wav,0.14676174521446228,0.8114789128303528,0.041759345680475235,1,1,0,0,1
cache/2007.Matchbox Twenty.Exile on Mainstream.3 AM.wav,0.14028522372245789,0.7678648233413696,0.09184996783733368,1,1,0,0,1
cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Delilah.wav,0.10468674451112747,0.7086426019668579,0.18667063117027283,1,1,0,0,1
cache/2015.Marina and The Diamonds.FROOT.Solitaire.wav,0.11172688752412796,0.748823881149292,0.13944925367832184,1,1,0,0,1
cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).How Big, How Blue, How Beautiful (Demo).wav,0.05065632984042168,0.9276390075683594,0.02170463278889656,1,1,0,0,1
cache/2011.Avicii.Fade Into Darkness.Fade Into Darkness (Vocal Radio Edit).wav,0.04225321114063263,0.862250804901123,0.09549595415592194,1,1,0,0,1
cache/2015.Howie Day.Lanterns.Make Peace.wav,0.05337388440966606,0.8716720938682556,0.07495400309562683,1,1,0,0,2
cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.Make You Better.wav,0.041517626494169235,0.8464141488075256,0.11206825077533722,1,1,0,0,1
cache/2014.Milky Chance.Sadnecessary.Down By The River.wav,0.016435254365205765,0.9620619416236877,0.021502800285816193,1,1,0,0,1
cache/2014.Beware of Safety.Lotusville.Repeater.wav,0.06163667514920235,0.9189879298210144,0.019375411793589592,1,1,0,0,1
cache/2016.Woodkid.Desierto (Original Motion Picture Score).Shoot Them Down.wav,0.08302010595798492,0.9051825404167175,0.011797375045716763,1,1,0,0,0
cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Various Storms & Saints.wav,0.2096702605485916,0.6946892738342285,0.09564045071601868,1,1,0,0,1
cache/1999.Death Cab For Cutie.Something About Airplanes.Fake Frowns.wav,0.12820854783058167,0.8285655379295349,0.043225906789302826,1,1,0,0,1
cache/2002.Breaking Benjamin.Saturate.Medicate.wav,0.12090602517127991,0.7855551838874817,0.0935387834906578,1,1,0,0,1
cache/2016.Tall Heights.Rafters.To Be Young.wav,0.09937022626399994,0.8165701627731323,0.08405960351228714,1,1,0,0,2
cache/2014.Bastille.Vs. (Other People's Heartache,Pt. III).Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque) (Crossfaded Version) - Angel Haze, F*U*G*Z, Braque.wav,0.050383079797029495,0.8972496390342712,0.05236731097102165,1,1,0,0,1
cache/2005.The Fray.How to Save a Life.Trust Me.wav,0.13099969923496246,0.8453506827354431,0.023649606853723526,1,1,0,0,1
cache/2015.Interpol.Spotify Sessions.On "Take You On A Cruise".wav,0.16626574099063873,0.7735030055046082,0.06023125350475311,1,1,0,0,1
cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.Till the Water Is All Long Gone.wav,0.027665231376886368,0.9143341779708862,0.05800056830048561,1,1,0,0,1
cache/2015.Nils Frahm.Screws Reworked.Me (Analogue Dear Rework).wav,0.13327006995677948,0.7576204538345337,0.10910946875810623,1,1,0,0,1
cache/2007.Enrique Iglesias.Insomniac.Do You Know? (The Ping Pong Song).wav,0.17317016422748566,0.7455964684486389,0.08123333752155304,1,1,0,0,2
cache/2014.Haerts.Haerts.Giving Up.wav,0.1671185940504074,0.6467727422714233,0.18610867857933044,1,1,0,0,1
cache/2012.Binärpilot.Songs For Alan Turing.ITAPPMONROBOT.wav,0.07683134824037552,0.8344969153404236,0.08867175877094269,1,1,0,0,1
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Star Trek - The Next Generation Theme.wav,0.08960222452878952,0.8086241483688354,0.10177365690469742,1,1,0,0,1
cache/2015.Marina and The Diamonds.FROOT.Can't Pin Me Down.wav,0.035720497369766235,0.9264118671417236,0.03786765784025192,1,1,0,0,1
cache/2000.Linkin Park.Hybrid Theory.Papercut.wav,0.18025872111320496,0.7318258285522461,0.08791548013687134,1,1,0,0,1
cache/2016.2CELLOS(SULIC & HAUSER).Celloverse (Japan Version).Celloverse.wav,0.05285262316465378,0.900911808013916,0.046235550194978714,1,1,0,0,0
cache/2016.The Dunwells.Light Up The Sky.Best Is Yet To Come.wav,0.030927790328860283,0.9370420575141907,0.03203018009662628,1,1,0,0,1
cache/2014.Pentatonix.That's Christmas To Me.Silent Night.wav,0.06559605151414871,0.9058347344398499,0.028569232672452927,1,1,0,0,2
cache/2015.Death Cab For Cutie.Kintsugi.You've Haunted Me All Your Life.wav,0.08625290542840958,0.869888186454773,0.04385891556739807,1,1,0,0,1
cache/2015.Angus & Julia Stone.Spotify Sessions.All This Love.wav,0.1289578080177307,0.7863468527793884,0.08469530940055847,1,1,0,0,1
cache/1996.Norman Greenbaum.Alexa Mix.Spirit in the Sky.wav,0.05295528098940849,0.8861455321311951,0.06089921295642853,1,1,0,0,0
cache/2016.Styx.The Grand Illusion.Come Sail Away.wav,0.06320343166589737,0.8743950724601746,0.062401507049798965,1,1,0,0,1
cache/2015.Jessie J.Pitch Perfect 2.Flashlight.wav,0.04887722432613373,0.9252244830131531,0.025898262858390808,1,1,0,0,0
cache/2015.Howie Day.Lanterns.Worry.wav,0.10767176002264023,0.7859949469566345,0.10633327066898346,1,1,0,0,2
cache/2014.Milky Chance.Sadnecessary.Loveland.wav,0.11336458474397659,0.7970578074455261,0.08957763016223907,1,1,0,0,1
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.Find Our Way Home.wav,0.04877853766083717,0.9296913146972656,0.02153012715280056,1,1,0,0,2
cache/2014.Franz Schubert.MUSC233 Exam 3.Gretchen am Spinnrade, D. 118.wav,0.08750113844871521,0.833966851234436,0.07853202521800995,1,1,0,0,0
cache/2015.Green River Ordinance.Chasing Down The Wind + Unreleased B Side.It Ain't Love.wav,0.08596191555261612,0.8460257053375244,0.06801239401102066,1,1,0,0,2
cache/2016.Blue October.Home.The Still.wav,0.12054180353879929,0.7549870014190674,0.12447120994329453,1,1,0,0,1
cache/1992.Little River Band.All-Time Greatest Hits.Help Is on the Way.wav,0.021686069667339325,0.9348934888839722,0.04342043027281761,1,1,0,0,1
cache/2014.MONO.The Last Dawn.Katana.wav,0.05167587101459503,0.921768844127655,0.026555260643363,1,1,0,0,1
cache/2014.Mogwai.Music Industry 3. Fitness Industry 1 [EP].The Lord is Out of Control (Nils Frahm Remix).wav,0.1761411875486374,0.7789857983589172,0.04487300291657448,1,1,0,0,1
cache/2014.Beware of Safety.Lotusville.Iron Ribs.wav,0.11862030625343323,0.7382529973983765,0.1431267261505127,1,1,0,0,1
cache/2015.Marina and The Diamonds.FROOT.Gold.wav,0.03305871784687042,0.9198107123374939,0.04713054001331329,1,1,0,0,1
cache/2014.Rise Against.The Black Market.Bridges.wav,0.024565208703279495,0.931354820728302,0.044079966843128204,1,1,0,0,1
cache/2015.Interpol.Spotify Sessions.Choosing The Titles.wav,0.08129018545150757,0.8165486454963684,0.10216118395328522,1,1,0,0,1
cache/2015.Danny Elfman.Avengers: Age of Ultron.Heroes.wav,0.07695486396551132,0.78659588098526,0.13644924759864807,1,1,0,0,0
cache/2014.Seven Saturdays.Seven Saturdays (Ambient).Dreamboat (Ambient).wav,0.0941377505660057,0.879025936126709,0.02683628723025322,1,1,0,0,0
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).Air Raid Drill.wav,0.13087910413742065,0.8487637042999268,0.02035718597471714,1,1,0,0,0
cache/2015.Tyler Stenson.Say No More.Big Hearts (Remix).wav,0.03330773115158081,0.9454982280731201,0.02119404450058937,1,1,0,0,2
cache/2014.Pomplamoose.Season 2.Come Out To Play.wav,0.14848493039608002,0.778469979763031,0.07304509729146957,1,1,0,0,1
cache/2014.Raury.The Hunger Games: Mockingjay, Pt. 1 (Original Motion Picture Soundtrack).Lost Souls.wav,0.0708584412932396,0.8878234624862671,0.04131808504462242,1,1,0,0,0
cache/2016.Biffy Clyro.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Black Chandelier.wav,0.179829940199852,0.7700925469398499,0.05007750540971756,1,1,0,0,1
cache/2014.Blueneck.Night of the Meek.White Christmas.wav,0.30251479148864746,0.5396407842636108,0.1578444093465805,1,1,0,0,1
cache/2016.Miguel.The Remixes Vol. 1.Sure Thing (E-603 Remix).wav,0.09681644290685654,0.7364482879638672,0.16673526167869568,1,1,0,0,1
cache/2001.Death Cab for Cutie.The Photo Album.I Was a Kaleidoscope.wav,0.054251570254564285,0.9230483770370483,0.022700058296322823,1,1,0,0,1
cache/2014.The Neighbourhood.#000000 & #Ffffff.Lurk.wav,0.2926229238510132,0.6138701438903809,0.09350689500570297,1,1,0,0,1
cache/2014.Norman Greenbaum.Guardians Of The Galaxy (Awesome Mix Vol. 1).Spirit in the Sky.wav,0.03743421286344528,0.9094874858856201,0.05307831987738609,1,1,0,0,0
cache/2016.Mogwai.Atomic.Weak Force.wav,0.2672410011291504,0.6020076274871826,0.1307513564825058,1,1,0,0,1
cache/2001.Enrique Iglesias.Escape.Heroe.wav,0.20944012701511383,0.605890154838562,0.18466973304748535,1,1,0,0,2
cache/2016.Mogwai.Atomic.Are You a Dancer?.wav,0.08248978108167648,0.8034170866012573,0.11409315466880798,1,1,0,0,1
cache/2016.unknown.2013 OMEA.How Can I Keep from Singing.wav,0.07873469591140747,0.8601475954055786,0.06111770495772362,1,1,0,0,0
cache/2015.Tyler Stenson.Say No More.This Too Shall Pass.wav,0.05315820872783661,0.8599668741226196,0.08687490969896317,1,1,0,0,2
cache/2015.Woodkid.Insurgent (Original Motion Picture Soundtrack).Never Let You Down (feat. Lykke Li).wav,0.06326718628406525,0.9144017696380615,0.022331055253744125,1,1,0,0,0
cache/2014.Fences.Lesser Oceans.My Mountain Is Cold.wav,0.07693864405155182,0.8858014941215515,0.037259843200445175,1,1,0,0,1
cache/2016.XYLØ.America.LA Love Song.wav,0.04211851954460144,0.9038646817207336,0.054016780108213425,1,1,0,0,1
cache/2015.Howie Day.Lanterns.Anyone.wav,0.10115346312522888,0.8579978942871094,0.04084865376353264,1,1,0,0,2
cache/2014.Blueneck.King Nine.Mutatis.wav,0.026502277702093124,0.8866051435470581,0.08689256757497787,1,1,0,0,1
cache/2010.Binärpilot.Nordland.Nordland.wav,0.022076409310102463,0.9614919424057007,0.016431672498583794,1,1,0,0,1
cache/2014.Bastille.Vs. (Other People's Heartache,Pt. III).Remains (Bastille Vs. Rag N Bone Man Vs. Skunk Anansie) (Crossfaded Version) - Rag N Bone Man, Skunk Anansie.wav,0.05010967329144478,0.896211564540863,0.05367877334356308,1,1,0,0,1
cache/2012.Owl City.The Midsummer Station.Bombshell Blonde.wav,0.05915844067931175,0.8953816294670105,0.04545993357896805,1,1,0,0,1
cache/2014.The World is a Beautiful Place & I am No Longer Afraid to Die.Between Bodies.Space Explorations To Solve Earthly Crises.wav,0.03737211972475052,0.9317895174026489,0.030838381499052048,1,1,0,0,1
cache/2002.Coldplay.A Rush of Blood to the Head.Politik.wav,0.10631390661001205,0.8005934357643127,0.09309263527393341,1,1,0,0,1
cache/2014.The Phoenix Foundation.Echoes.Fooling.wav,0.06214744597673416,0.8828116059303284,0.05504092201590538,1,1,0,0,1
cache/2007.Enrique Iglesias.Insomniac.Don't You Forget About Me.wav,0.07990112155675888,0.8540991544723511,0.06599970906972885,1,1,0,0,2
cache/2015.IAMX.Metanoia.The Background Noise.wav,0.1449117362499237,0.7904975414276123,0.0645907074213028,1,1,0,0,1
cache/2015.White Morning.Scores.Famine.wav,0.06670761108398438,0.7561317086219788,0.17716066539287567,1,1,0,0,0
cache/2015.Hinkstep.My Forest Queen.Not Dead Just Forgotten.wav,0.141516774892807,0.826275110244751,0.032208096235990524,1,1,0,0,0
cache/2003.Snow Patrol.Final Straw.Spitting Games.wav,0.04216921329498291,0.9226436614990234,0.03518710657954216,1,1,0,0,1
cache/2015.Logan Mays.I Still Remember.The Superhero Song.wav,0.06242343783378601,0.8815406560897827,0.056035883724689484,1,1,0,0,2
cache/2014.Blueneck.King Nine.Man of Lies (live acoustic).wav,0.05102185159921646,0.9130426645278931,0.03593546897172928,1,1,0,0,1
cache/2015.Beware of Safety.Mabon.Husbands and Hangmen.wav,0.20298931002616882,0.6858034133911133,0.11120729148387909,1,1,0,0,1
cache/2015.MOGWAI.Central Belters.Batcat.wav,0.04413890466094017,0.8848356008529663,0.07102551311254501,1,1,0,0,1
cache/2014.We Were Promised Jetpacks.Unravelling.Disconnecting.wav,0.12791520357131958,0.6973347663879395,0.17475004494190216,1,1,0,0,1
cache/2015.Danny Elfman.Avengers: Age of Ultron.Ultron Wakes.wav,0.09045682847499847,0.8026679754257202,0.10687516629695892,1,1,0,0,0
cache/2010.Binärpilot.Nordland.Forte Da Funk.wav,0.1447170525789261,0.8048520684242249,0.05043087899684906,1,1,0,0,1
cache/2014.On-The-Go.Young Hearts [WEB Edition].At Bay.wav,0.10095211863517761,0.8285682797431946,0.07047957926988602,1,1,0,0,1
cache/2014.Robert Schumann.MUSC233 Exam 2.Carnaval, Op. 9: No. 5: Eusebius.wav,0.11688129603862762,0.7618064880371094,0.12131223827600479,1,1,0,0,0
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).The Son of Flynn.wav,0.020857607945799828,0.9100236296653748,0.06911873817443848,1,1,0,0,0
cache/2014.So Cow.The Long Con.Turning into You.wav,0.11293014883995056,0.8469690680503845,0.040100760757923126,1,1,0,0,1
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).A Heartbreak.wav,0.04580124840140343,0.8979246020317078,0.05627416446805,1,1,0,0,1
cache/2016.GENERIK.NOON  192.LATE AT NIGHT.wav,0.04280148074030876,0.9285536408424377,0.02864488773047924,1,1,0,0,1
cache/2014.So Cow.The Long Con.Get Down off That Thing.wav,0.018373098224401474,0.9540144205093384,0.027612507343292236,1,1,0,0,1
cache/2016.Watsky and Mody.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Man of Constant Sorrow.wav,0.2163989096879959,0.6403884291648865,0.1432126760482788,1,1,0,0,1
cache/2016.Mogwai.Atomic.Tzar.wav,0.03726077824831009,0.9119438529014587,0.05079537630081177,1,1,0,0,1
cache/2001.John Mayer.Room for Squares.Why Georgia.wav,0.06740828603506088,0.8940500617027283,0.038541652262210846,1,1,0,0,1
cache/2005.Coldplay.X&Y.Fix You.wav,0.09601140767335892,0.8048034310340881,0.09918514639139175,1,1,0,0,1
cache/2015.Will Young.85% Proof (Deluxe Edition).Thank You.wav,0.08786641061306,0.8590803146362305,0.05305326730012894,1,1,0,0,1
cache/2016.Ke$ha.Deconstructed.Blow.wav,0.1477326601743698,0.7407016158103943,0.11156570166349411,1,1,0,0,1
cache/2004.Barlowgirl.Barlowgirl.Never Alone.wav,0.08253643661737442,0.7920781970024109,0.1253853738307953,1,1,0,0,0
cache/2014.The World is a Beautiful Place & I am No Longer Afraid to Die.Between Bodies.Shoppers Beef.wav,0.055794596672058105,0.8451864719390869,0.09901893883943558,1,1,0,0,1
cache/2006.Three Days Grace.One-X.Never Too Late.wav,0.11172907054424286,0.8312801122665405,0.05699082091450691,1,1,0,0,1
cache/2014.Arnold Schoenberg.MUSC233 Exam 3.Pierrot lunaire, Op. 21: No. 8: Nacht.wav,0.04315786063671112,0.895034670829773,0.06180747225880623,1,1,0,0,0
