song identifier, likelihood_art, likelihood_pop, likelihood_tradition, likely_type, was_art, was_pop, was_tradition, was_type
cache/2007.Gladys Knight & The Pips.Midnight Train To Georgia - The Best Of.Midnight Train To Georgia.wav,0.0417700931429863,0.8990849256515503,0.059144966304302216,1,1,0,0,1
cache/2016.Aperture Science Psychoacoustics Laboratory.Portal 2: Songs to Test By - Volume 3.Cara Mia Addio.wav,0.12639759480953217,0.7329829931259155,0.1406194120645523,1,1,0,0,0
cache/2014.The Life And Times.Lost Bees.Again.wav,0.08831700682640076,0.812833845615387,0.09884911775588989,1,1,0,0,1
cache/2001.Daft Punk.Discovery.Something About Us.wav,0.07214498519897461,0.8430315256118774,0.08482348173856735,1,1,0,0,1
cache/2015.The Barden Bellas.Pitch Perfect 2.World Championship Finale 2.wav,0.1936357617378235,0.7023350596427917,0.10402918606996536,1,1,0,0,0
cache/2016.Casper Zazz.TRXYE - EP.Happy Little Pill (Casper Zazz Remix).wav,0.29174962639808655,0.4876839220523834,0.22056643664836884,1,1,0,0,1
cache/2014.Blueneck.King Nine.Man Of Lies.wav,0.1276978701353073,0.7029545903205872,0.16934755444526672,1,1,0,0,1
cache/2015.Amber Run.5AM (Deluxe) WEB.CF (Interlude).wav,0.05947274714708328,0.8621820211410522,0.07834520190954208,1,1,0,0,1
cache/2014.The Who.Who's Next (Deluxe Edition).Bargain.wav,0.08871851861476898,0.7602643966674805,0.15101709961891174,1,1,0,0,1
cache/2014.The Fray.Helios.Love Don't Die.wav,0.07456009835004807,0.8595289587974548,0.06591096520423889,1,1,0,0,1
cache/2014.Pomplamoose.Season 2.Pharrell Mashup.wav,0.19958871603012085,0.6697500944137573,0.13066117465496063,1,1,0,0,1
cache/2016.Tropics.NOON  155.Harbor.wav,0.06182653456926346,0.8616998791694641,0.07647360861301422,1,1,0,0,1
cache/2016.Imagine Dragons.Radioactive State of Mind.It's Time to Run Juliet.wav,0.10548816621303558,0.8169233798980713,0.07758843153715134,1,1,0,0,1
cache/2001.Enrique Iglesias.Escape.Escapar.wav,0.10780154168605804,0.8692751526832581,0.022923309355974197,1,1,0,0,2
cache/2016.Tony Pops.NOON  184.Hands On You.wav,0.011086107231676579,0.9763197898864746,0.012594095431268215,1,1,0,0,1
cache/2015.Pentatonix.That's Christmas to Me: Deluxe Tracks - EP.Have Yourself a Merry Little Christmas.wav,0.043966785073280334,0.9049369096755981,0.05109632387757301,1,1,0,0,2
cache/2016.Von Sell.NOON  187.I Insist.wav,0.050288230180740356,0.9299820065498352,0.019729778170585632,1,1,0,0,1
cache/2014.Sheppard.Bombs Away.Geronimo.wav,0.1456339955329895,0.7064419388771057,0.14792408049106598,1,1,0,0,1
cache/2016.Elton John.Peachtree Road.Weight of the World.wav,0.09721150994300842,0.80466628074646,0.09812222421169281,1,1,0,0,1
cache/2016.YOKE LORE.NOON  187.Hold Me Down.wav,0.26392340660095215,0.6422268152236938,0.0938497856259346,1,1,0,0,1
cache/2014.Coldplay.Ghost Stories Live 2014.Another's Arms (Live At the Beacon Theatre, New York).wav,0.05675012990832329,0.9039595723152161,0.03929031640291214,1,1,0,0,1
cache/2014.On-The-Go.Young Hearts [WEB Edition].Brother.wav,0.15471991896629333,0.7525701522827148,0.09270992875099182,1,1,0,0,1
cache/2016.Matthew Mayfield.Wild Eyes Unplugged EP.On Your Knees.wav,0.12795664370059967,0.7587282061576843,0.1133151724934578,1,1,0,0,2
cache/2001.Daft Punk.Discovery.Short Circuit.wav,0.12905575335025787,0.7253873944282532,0.14555685222148895,1,1,0,0,1
cache/2014.This Will Destroy You.Another Language.New Topia.wav,0.06471377611160278,0.7862945795059204,0.1489916294813156,1,1,0,0,1
cache/1996.The Verve Pipe.Villains.Drive You Mild.wav,0.18066811561584473,0.7268012762069702,0.09253058582544327,1,1,0,0,1
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).The Arsenal.wav,0.08004966378211975,0.8674703240394592,0.052480004727840424,1,1,0,0,0
cache/2016.Miike Snow.iii.I Feel The Weight.wav,0.03708890452980995,0.9059064388275146,0.05700463801622391,1,1,0,0,1
cache/2016.MARINA.Um Lotty Da - The Album.Um Lotty Da.wav,0.18280017375946045,0.6982845664024353,0.11891523748636246,1,1,0,0,1
cache/2015.Nils Frahm.Screws Reworked.Si (Plasma R##by Rework).wav,0.11335127055644989,0.8358100652694702,0.050838690251111984,1,1,0,0,1
cache/2002.KutMasta Kurt.Reanimation.Enth E Nd.wav,0.03960786387324333,0.938505232334137,0.02188688889145851,1,1,0,0,1
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).White Roses.wav,0.05668064206838608,0.8686351776123047,0.07468415796756744,1,1,0,0,0
cache/2015.Death Cab For Cutie.Kintsugi.Black Sun.wav,0.17418085038661957,0.7156040668487549,0.11021506786346436,1,1,0,0,1
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Ain't No Friend.wav,0.07537776976823807,0.8917473554611206,0.03287485986948013,1,1,0,0,1
cache/2016.Woodkid.Desierto (Original Motion Picture Score).Tracker.wav,0.04723962023854256,0.8164863586425781,0.1362740397453308,1,1,0,0,0
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Arena.wav,0.06154455244541168,0.8947102427482605,0.04374522343277931,1,1,0,0,0
cache/2016.Elton John.Peachtree Road.Turn the Lights Out When You Leave.wav,0.19992604851722717,0.7026668787002563,0.09740704298019409,1,1,0,0,1
cache/2013.The National.Trouble Will Find Me.Hard To Find.wav,0.2243003100156784,0.6578539609909058,0.11784575134515762,1,1,0,0,1
cache/2016.Simon and Garfunkel.Sounds of Silence.Sounds Of Silence.wav,0.03879198059439659,0.9204615354537964,0.04074648767709732,1,1,0,0,1
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Death Defying Acts.wav,0.03763106092810631,0.893695056438446,0.06867387890815735,1,1,0,0,1
cache/2015.Hinkstep.My Forest Queen.My Forest Queen.wav,0.06326919049024582,0.9102317690849304,0.02649904601275921,1,1,0,0,0
cache/2007.The Swell Season.Once.Gold.wav,0.12832480669021606,0.8235933184623718,0.0480818934738636,1,1,0,0,0
cache/2015.White Morning.Scores.Sustenance.wav,0.11467447131872177,0.758161723613739,0.12716379761695862,1,1,0,0,0
cache/2014.Tunturia.Halls Of Sky.Ritual.wav,0.15110330283641815,0.7616091370582581,0.0872875303030014,1,1,0,0,1
cache/2000.Coldplay.Acoustic.See You Soon.wav,0.023324307054281235,0.9358521699905396,0.04082353040575981,1,1,0,0,1
cache/2004.Five for Fighting.The Battle for Everything.100 Years.wav,0.051986321806907654,0.9170453548431396,0.030968300998210907,1,1,0,0,1
cache/2016.Bon Iver.NOON  179.Haven, Mass (B-Side).wav,0.18475227057933807,0.5551852583885193,0.26006245613098145,1,1,0,0,1
cache/2014.Hector Berlioz.MUSC233 Exam 3.Symphonie fantastique: Fifth movement, “Dream of a Witches’ Sabbath”.wav,0.13332945108413696,0.7299743294715881,0.1366962343454361,1,1,0,0,0
cache/2016.Jonny Lang.Long Time Coming.Red Light.wav,0.05502542108297348,0.9152291417121887,0.029745467007160187,1,1,0,0,1
cache/2016.Ruth Koleva.R U T H.Dizzy Love Affair.wav,0.07814328372478485,0.8296000361442566,0.09225666522979736,1,1,0,0,1
cache/2014.The Neighbourhood.#000000 & #Ffffff.Givin N Takin Feat. Danny Seth & DeJ Loaf.wav,0.21050919592380524,0.6456925868988037,0.14379824697971344,1,1,0,0,1
cache/2014.Avicii.The Days  Nights WEB.The Nights.wav,0.2148311734199524,0.6803878545761108,0.10478096455335617,1,1,0,0,1
cache/2014.Casa Murilo.Ignition.Jenny.wav,0.0815669596195221,0.8523873686790466,0.06604567915201187,1,1,0,0,1
cache/2014.Haerts.Haerts.No One Needs to Know.wav,0.06671123206615448,0.8464558720588684,0.08683290332555771,1,1,0,0,1
cache/2015.Pentatonix.PTX.La La Latch.wav,0.08632928133010864,0.8278566002845764,0.08581410348415375,1,1,0,0,1
cache/2014.The Rosebuds.Sand + Silence.Mine Mine.wav,0.06893495470285416,0.8280438184738159,0.10302120447158813,1,1,0,0,1
cache/2014.Seven Saturdays.Seven Saturdays (Ambient).Southern Lights (Ambient).wav,0.06288182735443115,0.8764266967773438,0.06069145351648331,1,1,0,0,0
cache/2014.The Neighbourhood.#000000 & #Ffffff.1 Of Those Weaks.wav,0.05979887768626213,0.8862743377685547,0.05392676591873169,1,1,0,0,1
cache/2013.The National.Trouble Will Find Me.Don't Swallow The Cap.wav,0.12838299572467804,0.7847909331321716,0.08682605624198914,1,1,0,0,1
cache/2016.Shakadaktal.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Dance Bear.wav,0.17815633118152618,0.6785392761230469,0.14330440759658813,1,1,0,0,1
cache/2016.Ten Fé.NOON  180.In the Air - Star Slinger Remix.wav,0.1344311535358429,0.7692757248878479,0.0962931215763092,1,1,0,0,1
cache/2013.Fall Out Boy.Save Rock and Roll.The Phoenix.wav,0.12781602144241333,0.8187119960784912,0.05347197502851486,1,1,0,0,1
cache/2014.Blake Mills.Heigh Ho.Half Asleep.wav,0.14299634099006653,0.761900007724762,0.09510364383459091,1,1,0,0,1
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.Music Box Blues.wav,0.06225980818271637,0.8966410160064697,0.04109916463494301,1,1,0,0,2
cache/2008.Kings Of Leon.Only By The Night.Be Somebody.wav,0.05989398807287216,0.850424587726593,0.08968143910169601,1,1,0,0,1
cache/2012.Tyler Stenson.Some Days I'm a Lion.My Love, My Love.wav,0.07037633657455444,0.8878491520881653,0.041774503886699677,1,1,0,0,1
cache/2006.Three Days Grace.One-X.Time Of Dying.wav,0.023739680647850037,0.9362193942070007,0.040040936321020126,1,1,0,0,1
cache/2014.Haerts.Giving Up.Giving Up.wav,0.03509063273668289,0.912417471408844,0.05249187722802162,1,1,0,0,1
cache/2015.Gordon's Tsunami Week.The Farewell Paradox.there.wav,0.028590003028512,0.9419364333152771,0.02947358787059784,1,1,0,0,1
cache/2014.Mogwai.Music Industry 3. Fitness Industry 1 [EP].History Day.wav,0.05380773916840553,0.8982075452804565,0.047984689474105835,1,1,0,0,1
cache/2014.Raspberries.Guardians Of The Galaxy (Awesome Mix Vol. 1).Go All the Way.wav,0.031710993498563766,0.9453132152557373,0.02297580987215042,1,1,0,0,0
cache/2016.Miike Snow.iii.Genghis Khan.wav,0.07198898494243622,0.8288509249687195,0.09916011989116669,1,1,0,0,1
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Nocturne.wav,0.06609948724508286,0.8569864630699158,0.07691407203674316,1,1,0,0,0
cache/2014.Totorro.Home Alone.Festival Bini.wav,0.0655284896492958,0.9101331233978271,0.024338409304618835,1,1,0,0,1
cache/2014.Carbon Leaf.Indian Summer Revisited.Life Less Ordinary.wav,0.018748246133327484,0.960498571395874,0.020753180608153343,1,1,0,0,1
cache/2016.Duck House.NOON  179.Your Call.wav,0.1770833283662796,0.5889247059822083,0.23399199545383453,1,1,0,0,1
cache/2016.XYLØ.America.America.wav,0.04326167330145836,0.9334542155265808,0.02328413538634777,1,1,0,0,1
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Words Don't Come So Easily.wav,0.10953964293003082,0.6871315836906433,0.20332878828048706,1,1,0,0,1
cache/2007.Enrique Iglesias.Insomniac.Amigo Vulnerable.wav,0.15222670137882233,0.7970428466796875,0.05073042958974838,1,1,0,0,2
cache/2015.MOGWAI.Central Belters.How To Be A Werewolf.wav,0.05432067811489105,0.9121899604797363,0.03348935395479202,1,1,0,0,1
cache/2016.Anya Marina.Paper Plane.Is This Love.wav,0.03918551653623581,0.8571995496749878,0.1036149188876152,1,1,0,0,2
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.Line Of Best Fit.wav,0.03741532936692238,0.9071936011314392,0.05539104342460632,1,1,0,0,1
cache/2016.Neutral Milk Hotel.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Holland, 1945.wav,0.23128677904605865,0.6980476379394531,0.07066560536623001,1,1,0,0,1
cache/2016.Sleeping At Last.Atlas: Senses.Hearing.wav,0.024681096896529198,0.9416522979736328,0.033666592091321945,1,1,0,0,1
cache/2001.Martina McBride.Greatest Hits.Concrete Angel.wav,0.08830219507217407,0.8343203663825989,0.07737746834754944,1,1,0,0,2
cache/2015.The Best Pessimist.The Half-World.The Half-World.wav,0.09116925299167633,0.8580754399299622,0.05075528472661972,1,1,0,0,0
cache/2014.Totorro.Home Alone.Eric Colson.wav,0.3243838846683502,0.5928088426589966,0.08280725032091141,1,1,0,0,1
cache/2015.White Morning.Scores.Catch It (Part I).wav,0.16662025451660156,0.7932115197181702,0.04016822576522827,1,1,0,0,0
cache/2003.Death Cab For Cutie.Transatlanticism.Passenger Seat.wav,0.07559671998023987,0.8482688069343567,0.07613446563482285,1,1,0,0,1
cache/2014.The Best Pessimist.Flowers Blossom In The Space.Sleep Well.wav,0.2222277671098709,0.5596345067024231,0.2181376963853836,1,1,0,0,1
cache/2003.Blue Man Group.The Complex-ADVANCE.Your Attention.wav,0.12393709272146225,0.7748538255691528,0.10120905935764313,1,1,0,0,1
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Do Without (Bonus Track).wav,0.03916429355740547,0.9391608834266663,0.021674830466508865,1,1,0,0,1
cache/2015.Will Young.85% Proof (Deluxe Edition).You Keep On Loving Me.wav,0.1603078544139862,0.7042977213859558,0.1353944092988968,1,1,0,0,1
cache/2016.Uncle Kracker.Double Wide.Follow Me.wav,0.15173232555389404,0.707999050617218,0.14026863873004913,1,1,0,0,1
cache/2014.Palace.Lost In The Night (EP).I Want What You Got.wav,0.03675340861082077,0.9343149662017822,0.028931625187397003,1,1,0,0,1
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.The Music Box.wav,0.03162270784378052,0.9180616736412048,0.05031560733914375,1,1,0,0,2
cache/2015.Tyler Stenson.Say No More.As the Crow Flies.wav,0.1418962925672531,0.7743867039680481,0.08371703326702118,1,1,0,0,2
cache/2003.Muse.Absolution.Hysteria.wav,0.06439695507287979,0.8805909752845764,0.05501207709312439,1,1,0,0,1
cache/2016.LostBoyCrow.NOON  165.Talk Back to Me.wav,0.04917958751320839,0.908621072769165,0.042199328541755676,1,1,0,0,1
cache/2015.God Is An Astronaut.Helios | Erebus.Centralia.wav,0.03482363745570183,0.9142443537712097,0.05093199387192726,1,1,0,0,1
cache/2014.Totorro.Home Alone.Motte-Rock.wav,0.10870898514986038,0.8302381634712219,0.06105286255478859,1,1,0,0,1
cache/2016.Tom Cochrane.Mad Mad World.Washed Away.wav,0.08597952127456665,0.7549454569816589,0.1590750366449356,1,1,0,0,1
cache/2015.Lowland Hum.Native Air.Eden (Part Two).wav,0.18186241388320923,0.6395457983016968,0.1785918027162552,1,1,0,0,2
cache/1998.Snow Patrol.Songs For Polarbears.Get Balsamic Vinegar...Quick Y.wav,0.07704861462116241,0.8168149590492249,0.10613644868135452,1,1,0,0,1
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.The Ghost of Christmas Eve.wav,0.0674920305609703,0.9069419503211975,0.025566043332219124,1,1,0,0,2
cache/2015.God Is An Astronaut.Helios | Erebus.Obscura Somnia.wav,0.09481261670589447,0.8640084862709045,0.04117888957262039,1,1,0,0,1
cache/2014.Bucketheadland.Snow Slug.W 1.wav,0.06712140142917633,0.8976319432258606,0.035246651619672775,1,1,0,0,0
cache/2016.OK Go.Twelve Months of OK Go.Return (Live at Tipitina's Uptown: New Orleans, LA, 11610).wav,0.15664038062095642,0.7970249056816101,0.04633471369743347,1,1,0,0,1
cache/2014.The Fray.Helios.Hurricane.wav,0.07447504997253418,0.8247025609016418,0.10082235932350159,1,1,0,0,1
cache/2014.Coldplay.Ghost Stories Live 2014.Ink (Live At Le Casino De Paris, Paris).wav,0.2534816265106201,0.5621312856674194,0.18438711762428284,1,1,0,0,1
cache/2015.Brian Tyler.Avengers: Age of Ultron.Keys to the Past.wav,0.019581196829676628,0.9636359810829163,0.01678280532360077,1,1,0,0,0
cache/2014.The Neighbourhood.#000000 & #Ffffff.icanteven Feat. French Montana.wav,0.08976481109857559,0.7567276954650879,0.15350748598575592,1,1,0,0,1
cache/2001.Daft Punk.Discovery.High Life.wav,0.03386353701353073,0.9224528074264526,0.043683674186468124,1,1,0,0,1
cache/2016.Toto.Toto IV.Rosanna.wav,0.023894844576716423,0.9413660764694214,0.03473908454179764,1,1,0,0,1
cache/2014.Pentatonix.That's Christmas To Me.It's The Most Wonderful Time Of The Year.wav,0.16881157457828522,0.6672350168228149,0.16395342350006104,1,1,0,0,2
cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).What Kind Of Man.wav,0.10945309698581696,0.7974044680595398,0.09314240515232086,1,1,0,0,1
cache/2014.Fences.Lesser Oceans.Running Off The Gods.wav,0.11034858226776123,0.818362295627594,0.07128912955522537,1,1,0,0,1
cache/2016.Miike Snow.iii.Lonely Life.wav,0.07787688821554184,0.8945919275283813,0.027531202882528305,1,1,0,0,1
cache/2016.XYLØ.America.Between the Devil and the Deep Blue Sea.wav,0.03827207162976265,0.9344397187232971,0.027288224548101425,1,1,0,0,1
cache/2015.Danny Elfman.Avengers: Age of Ultron.Farmhouse.wav,0.12000294774770737,0.7940385341644287,0.08595848828554153,1,1,0,0,0
cache/2005.Flyleaf.Flyleaf.There For You.wav,0.058221422135829926,0.8829954266548157,0.05878317356109619,1,1,0,0,1
cache/2014.Engineers.Always Returning.Bless the Painter.wav,0.09578356146812439,0.7350127100944519,0.1692037284374237,1,1,0,0,1
cache/2009.Skillet.Awake (Deluxe).Should've When You Could've.wav,0.08290116488933563,0.8513303399085999,0.06576848030090332,1,1,0,0,1
cache/2016.Woodkid.Desierto (Original Motion Picture Score).Jump.wav,0.06625932455062866,0.8970165848731995,0.03672410920262337,1,1,0,0,0
cache/2015.Tyler Stenson.Say No More.We Grow.wav,0.08071476221084595,0.8340712189674377,0.0852140262722969,1,1,0,0,2
cache/2013.The National.Trouble Will Find Me.Humiliation.wav,0.033315274864435196,0.9330132603645325,0.03367145359516144,1,1,0,0,1
cache/2014.OK Go.Hungry Ghosts.The One Moment.wav,0.28657266497612,0.6269474625587463,0.08647990226745605,1,1,0,0,1
cache/2016.Anya Marina.Paper Plane.We Were Happy Once (feat. Bess Rogers).wav,0.0717957392334938,0.8661171793937683,0.062087107449769974,1,1,0,0,2
cache/2004.Breaking Benjamin.We Are Not Alone.Forget It.wav,0.2155250459909439,0.7285402417182922,0.05593468248844147,1,1,0,0,1
cache/2006.Blue October.Foiled.X Amount of Words.wav,0.05083915591239929,0.9126023054122925,0.036558546125888824,1,1,0,0,1
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Please You.wav,0.09221487492322922,0.8645815253257751,0.043203577399253845,1,1,0,0,1
cache/2016.The Dunwells.Light Up The Sky.Hey Now.wav,0.1908283680677414,0.6516692638397217,0.15750238299369812,1,1,0,0,1
cache/2016.Sleeping At Last.Atlas: Senses.Taste.wav,0.1493316888809204,0.8092367649078369,0.04143151640892029,1,1,0,0,1
cache/1989.Jimmy Buffett.Off to See the Lizard.Off to See the Lizard.wav,0.02146083489060402,0.9600554704666138,0.01848369836807251,1,1,0,0,1
cache/2015.MOGWAI.Central Belters.Mexican Grand Prix.wav,0.057972367852926254,0.9040206670761108,0.038006968796253204,1,1,0,0,1
cache/2007.Enrique Iglesias Feat. Lil Wayne.Insomniac.Push.wav,0.24434180557727814,0.6382598876953125,0.11739832162857056,1,1,0,0,2
cache/2001.Pink.M!ssundaztood.Get the Party Started.wav,0.07982043921947479,0.8193650245666504,0.10081452876329422,1,1,0,0,1
cache/2014.Banda do Mar.Banda do Mar.Vamo Embora.wav,0.20208942890167236,0.7085859775543213,0.08932457119226456,1,1,0,0,1
cache/2014.The Phoenix Foundation.Echoes.Pattern.wav,0.048996180295944214,0.8646945953369141,0.08630923181772232,1,1,0,0,1
cache/2014.The Best Pessimist.Flowers Blossom In The Space.Love Is.wav,0.08085262030363083,0.8913556337356567,0.027791738510131836,1,1,0,0,1
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).Trouble.wav,0.16933085024356842,0.75801682472229,0.07265234738588333,1,1,0,0,1
cache/2014.Blueneck.King Nine.Father, Sister.wav,0.0488017201423645,0.8875299692153931,0.06366830319166183,1,1,0,0,1
cache/2000.Death Cab for Cutie.We Have The Facts And We're Voting Yes.For What Reason.wav,0.16421519219875336,0.6710776686668396,0.16470712423324585,1,1,0,0,1
cache/2014.Linfield College Concert Choir.Christmas at Linfield.The Holly and the Ivy.wav,0.028660720214247704,0.9194274544715881,0.05191183462738991,1,1,0,0,2
cache/2015.Tyler Stenson.Say No More.Best Laid Plans.wav,0.044370584189891815,0.9079578518867493,0.047671593725681305,1,1,0,0,2
cache/2007.Linkin Park.Minutes to Midnight.In Between.wav,0.1004612147808075,0.8448993563652039,0.05463941767811775,1,1,0,0,1
cache/2016.M83.Junk.The Wizard.wav,0.03570425882935524,0.9318788647651672,0.03241686895489693,1,1,0,0,1
cache/2010.Tyler Stenson.Bittersweet Parade.Welcome the Change.wav,0.15924714505672455,0.6903412342071533,0.15041162073612213,1,1,0,0,2
cache/2015.Pentatonix.PTX.Daft Punk.wav,0.09119296073913574,0.8710319995880127,0.03777504339814186,1,1,0,0,1
cache/2016.Inventions.Maze of Woods.Springworlds.wav,0.067695252597332,0.8659574389457703,0.06634730845689774,1,1,0,0,1
cache/2014.Casa Murilo.Ignition.Lina.wav,0.12344558537006378,0.7067431807518005,0.16981123387813568,1,1,0,0,1
cache/2014.Haerts.Haerts.Be the One.wav,0.17055614292621613,0.6910868883132935,0.13835696876049042,1,1,0,0,1
cache/2013.The National.Trouble Will Find Me.Fireproof.wav,0.08139792084693909,0.8692657947540283,0.04933629184961319,1,1,0,0,1
cache/2009.Super Mash Bros..All About The Scrilions.Adler Girl Pt. II (I Can Change!).wav,0.08150725811719894,0.714752733707428,0.2037399858236313,1,1,0,0,1
cache/2016.Lane 8.Rise (Remixed).Loving You feat. Lulu James (Lane 8 Rework).wav,0.06425920873880386,0.9081068634986877,0.027633924037218094,1,1,0,0,1
cache/2015.The Saint Johns.Noisetrade Sampler.Shadowplay (Live Acoustic).wav,0.08251304924488068,0.8811947107315063,0.036292269825935364,1,1,0,0,1
cache/2015.IAMX.Metanoia.Surrender.wav,0.017990421503782272,0.9610625505447388,0.020947027951478958,1,1,0,0,1
cache/2016.Mogwai.Atomic.Bitterness Centrifuge.wav,0.022873543202877045,0.9471085667610168,0.030017901211977005,1,1,0,0,1
cache/2015.The Best Pessimist.The Half-World.Make A Wish.wav,0.0695282369852066,0.8497158288955688,0.08075591176748276,1,1,0,0,0
cache/2015.They Might Be Giants.Glean.Music Jail, Pt. 1 & 2.wav,0.19382713735103607,0.6432932615280151,0.1628795862197876,1,1,0,0,1
cache/2015.Brian Tyler.Avengers: Age of Ultron.Birth of Ultron.wav,0.15095749497413635,0.7296261191368103,0.11941640824079514,1,1,0,0,0
cache/2014.Bucketheadland.Snow Slug.G 81.wav,0.151750385761261,0.7618842720985413,0.08636534959077835,1,1,0,0,0
cache/2014.Fences.Lesser Oceans.Dogs At The Table.wav,0.025291549041867256,0.9530096650123596,0.021698806434869766,1,1,0,0,1
cache/2014.Seven Saturdays.Seven Saturdays (Ambient).Quiet Days (Ambient).wav,0.15444634854793549,0.677442193031311,0.1681114286184311,1,1,0,0,0
cache/2016.Blue October.Home.Heart Go Bang.wav,0.11958559602499008,0.8473208546638489,0.03309356048703194,1,1,0,0,1
cache/2010.Tyler Stenson.Bittersweet Parade.You Already Know.wav,0.0828111469745636,0.884361743927002,0.03282710164785385,1,1,0,0,2
cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Queen Of Peace.wav,0.2585950195789337,0.5474505424499512,0.1939544677734375,1,1,0,0,1
cache/2014.Pentatonix.PTX, Vol. III.La La Latch.wav,0.0636233538389206,0.9157050848007202,0.020671570673584938,1,1,0,0,1
cache/2005.Flyleaf.Flyleaf.Fully Alive (Acoustic Version).wav,0.0634213462471962,0.8868131637573242,0.04976547136902809,1,1,0,0,1
cache/2009.The Lights.The Listening.Drive My Soul.wav,0.0841417983174324,0.8848596215248108,0.030998580157756805,1,1,0,0,1
cache/2008.Rihanna.Good Girl Gone Bad: Reloaded.Take A Bow.wav,0.17783907055854797,0.753706693649292,0.06845424324274063,1,1,0,0,1
cache/2015.Pentatonix.PTX.Problem.wav,0.10535501688718796,0.8616269826889038,0.03301799297332764,1,1,0,0,1
cache/2015.They Might Be Giants.Glean.I'm a Coward.wav,0.16232259571552277,0.6927945017814636,0.1448829025030136,1,1,0,0,1
cache/2016.Daniel Kim.Pop Danthology.2013.wav,0.0197841078042984,0.9503304958343506,0.02988540194928646,1,1,0,0,1
cache/1996.The Verve Pipe.Villains.Penny Is Poison.wav,0.06371026486158371,0.8950068354606628,0.04128291457891464,1,1,0,0,1
cache/2015.Angus & Julia Stone.Angus & Julia Stone: The Remixes.A Heartbreak (RAC Remix).wav,0.14064303040504456,0.8132935166358948,0.04606342688202858,1,1,0,0,1
cache/2014.Pomplamoose.Season 2.Believe.wav,0.08790268003940582,0.8886047005653381,0.023492634296417236,1,1,0,0,1
cache/2016.Collective Soul.Blender.Turn Around.wav,0.09055113792419434,0.8573659658432007,0.05208289623260498,1,1,0,0,1
cache/2014.Milky Chance.Sadnecessary.Stunner.wav,0.17116080224514008,0.7935116291046143,0.035327594727277756,1,1,0,0,1
cache/2013.AviciiAloe Blacc.True.Wake Me Up.wav,0.08487627655267715,0.8449824452400208,0.07014128565788269,1,1,0,0,1
cache/2012.Tyler Stenson.Some Days I'm a Lion.The Arsonist.wav,0.0469670295715332,0.9309667944908142,0.022066164761781693,1,1,0,0,1
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.That's Incentive.wav,0.03090437687933445,0.8627383708953857,0.10635727643966675,1,1,0,0,1
cache/2014.Blue Swede.Guardians Of The Galaxy (Awesome Mix Vol. 1).Hooked on a Feeling.wav,0.05440577119588852,0.888339638710022,0.0572546049952507,1,1,0,0,0
cache/2005.Maroon 5.Songs About Jane.Sunday Morning.wav,0.06196169555187225,0.7834285497665405,0.1546097695827484,1,1,0,0,1
cache/2007.Linkin Park.Minutes to Midnight.Wake.wav,0.13968013226985931,0.67238450050354,0.18793535232543945,1,1,0,0,1
cache/2006.John Mayer.Continuum.Belief.wav,0.17802663147449493,0.7267109751701355,0.09526240080595016,1,1,0,0,1
cache/2015.Marina and The Diamonds.FROOT.Froot.wav,0.06609151512384415,0.9108994007110596,0.023009078577160835,1,1,0,0,1
cache/2009.Skillet.Awake (Deluxe).Believe.wav,0.06278514117002487,0.9110414981842041,0.026173345744609833,1,1,0,0,1
cache/1994.The London Symphony Orchestra.The Performs Sting.Invisible Sun.wav,0.25469908118247986,0.6279380917549133,0.11736280471086502,1,1,0,0,1
cache/2015.They Might Be Giants.Glean.Good to Be Alive.wav,0.10273416340351105,0.8278478384017944,0.06941798329353333,1,1,0,0,1
cache/2016.Blue October.Home.Home (Tim Palmer Mix).wav,0.10831577330827713,0.8287602663040161,0.06292394548654556,1,1,0,0,1
cache/2014.Modest Mouse.White Lies, Yellow Teeth  Buttons To Push the Buttons - Single.White Lies, Yellow Teeth.wav,0.05328923463821411,0.8886485695838928,0.058062221854925156,1,1,0,0,1
cache/2016.Majical Cloudz.NOON  160.Downtown.wav,0.07585494965314865,0.8089451193809509,0.11519995331764221,1,1,0,0,1
